target_time,issue_date,p10,p50,p90,actual
2026-06-14 02:00:00+00:00,2026-06-13,1.625205707241343,4.303936079675429,17.519036431103036,47.675
2026-06-14 03:00:00+00:00,2026-06-13,0.0,7.136208226368861,60.08134790310493,98.45
2026-06-14 04:00:00+00:00,2026-06-13,175.7134968796253,280.0017384957971,402.3667849361819,285.985
2026-06-14 05:00:00+00:00,2026-06-13,400.9478931273841,627.603611303551,721.3543827102988,652.635
2026-06-14 06:00:00+00:00,2026-06-13,652.2338733219073,960.7086614767658,1220.4973302562532,1023.34
2026-06-14 07:00:00+00:00,2026-06-13,1127.7394296568152,1342.374762404929,1516.0263044947603,1300.245
2026-06-14 08:00:00+00:00,2026-06-13,1348.7638349021358,1552.5576262863665,1727.8004653860617,1494.105
2026-06-14 09:00:00+00:00,2026-06-13,1422.6324799988813,1678.308126732968,1830.1740477117903,1626.245
2026-06-14 10:00:00+00:00,2026-06-13,1452.9507007292627,1727.347634420972,1780.613354923269,1836.9975
2026-06-14 11:00:00+00:00,2026-06-13,1373.3666435901632,1731.118971509837,1805.8581484658544,2106.84
2026-06-14 12:00:00+00:00,2026-06-13,1319.151249831508,1562.7497243733785,1745.302393434158,2111.13
2026-06-14 13:00:00+00:00,2026-06-13,1224.371204161829,1438.5493380156097,1538.9020358111486,1948.29
2026-06-14 14:00:00+00:00,2026-06-13,955.2796860509472,1137.1875033743,1383.791823748351,1654.7125
2026-06-14 15:00:00+00:00,2026-06-13,752.0892940446969,970.8102548390918,1006.0877138405364,1171.9375
2026-06-14 16:00:00+00:00,2026-06-13,470.4915233472893,642.2147754879268,654.2720513528445,710.1424999999999
2026-06-14 17:00:00+00:00,2026-06-13,198.621043480662,329.64544989032925,391.6616917461898,314.61
2026-06-14 18:00:00+00:00,2026-06-13,81.84650215721084,119.28129720174584,136.37806892502778,121.845
2026-06-14 19:00:00+00:00,2026-06-13,0.0,9.062137720638423,34.73938498306851,68.1575
2026-06-14 20:00:00+00:00,2026-06-13,0.0,1.54480478956687e-07,0.1524876852940944,5.6125
2026-06-14 21:00:00+00:00,2026-06-13,0.0,0.0,1.54480478956687e-07,0.0
2026-06-14 22:00:00+00:00,2026-06-14,0.0,0.0,1.54480478956687e-07,0.0
2026-06-14 23:00:00+00:00,2026-06-14,0.0,0.0,1.54480478956687e-07,0.0
2026-06-15 00:00:00+00:00,2026-06-14,0.0,0.0,1.54480478956687e-07,0.0
2026-06-15 01:00:00+00:00,2026-06-14,0.0,1.54480478956687e-07,1.792245017854052,5.665
2026-06-15 02:00:00+00:00,2026-06-14,1.625205707241343,7.721840542953555,17.519036431103036,48.7475
2026-06-15 03:00:00+00:00,2026-06-14,0.0,0.0,142.82411711133594,100.97
2026-06-15 04:00:00+00:00,2026-06-14,171.58217542748196,312.8854203579388,367.8279459815985,323.565
2026-06-15 05:00:00+00:00,2026-06-14,426.9913326661865,695.5255669347212,783.835457470627,685.595
2026-06-15 06:00:00+00:00,2026-06-14,1042.7307350090832,1245.7246359060985,1411.6996839290605,1117.7150000000001
2026-06-15 07:00:00+00:00,2026-06-14,1516.9481049358162,1693.8493637080653,1771.881822761305,1555.2275
2026-06-15 08:00:00+00:00,2026-06-14,1623.9608113798174,1834.7832363842576,1964.8392223902065,1662.44
2026-06-15 09:00:00+00:00,2026-06-14,1718.0859869406297,1923.1362537830355,2027.749406480904,1705.78
2026-06-15 10:00:00+00:00,2026-06-14,1613.5015367015114,1853.1080172261145,2047.2604243136368,1871.195
2026-06-15 11:00:00+00:00,2026-06-14,1503.824132440815,1785.0277193659915,1902.835874641344,1996.72
2026-06-15 12:00:00+00:00,2026-06-14,1516.926093616526,1692.0722160168214,1829.3938008312275,1962.4125000000001
2026-06-15 13:00:00+00:00,2026-06-14,1472.2386025792246,1520.0270355166883,1671.182533721917,1950.3625
2026-06-15 14:00:00+00:00,2026-06-14,1160.770698514971,1361.2640363273165,1486.8879600224748,1734.8825
2026-06-15 15:00:00+00:00,2026-06-14,961.3073544973712,1051.2502269550537,1285.3074051463543,1354.9
2026-06-15 16:00:00+00:00,2026-06-14,504.7753553149756,582.6351973988848,597.6321888097783,792.9375
2026-06-15 17:00:00+00:00,2026-06-14,239.316222561928,361.0099040740648,365.8114224300977,337.1975
2026-06-15 18:00:00+00:00,2026-06-14,94.75901785703796,152.2653261335123,152.34226257765314,138.8575
2026-06-15 19:00:00+00:00,2026-06-14,0.0,2.943566809544175,27.424659238348863,75.835
2026-06-15 20:00:00+00:00,2026-06-14,0.0,1.54480478956687e-07,0.2351734792466002,7.405
2026-06-15 21:00:00+00:00,2026-06-14,0.0,0.0,1.54480478956687e-07,0.0
2026-06-15 22:00:00+00:00,2026-06-15,0.0,0.0,1.54480478956687e-07,0.0
2026-06-15 23:00:00+00:00,2026-06-15,0.0,0.0,1.54480478956687e-07,0.0
2026-06-16 00:00:00+00:00,2026-06-15,0.0,0.0,1.54480478956687e-07,0.0
2026-06-16 01:00:00+00:00,2026-06-15,0.0,1.54480478956687e-07,1.792245017854052,6.0825
2026-06-16 02:00:00+00:00,2026-06-15,1.625205707241343,3.7072792628570808,17.519036431103036,52.56
2026-06-16 03:00:00+00:00,2026-06-15,0.212994722698794,28.40211419024248,157.52204422942162,123.60249999999999
2026-06-16 04:00:00+00:00,2026-06-15,233.1444004018907,336.30412501718854,456.1641299151355,400.08000000000004
2026-06-16 05:00:00+00:00,2026-06-15,559.1354067534863,949.6169423182918,1216.740595773544,1004.355
2026-06-16 06:00:00+00:00,2026-06-15,1119.9765270815296,1542.2573328643205,1619.8094877970002,1821.465
2026-06-16 07:00:00+00:00,2026-06-15,1541.2936023920438,1908.751006434804,2005.199658009095,2410.94
2026-06-16 08:00:00+00:00,2026-06-15,1629.505209685094,2086.1642533549348,2128.3497491912503,2712.8050000000003
2026-06-16 09:00:00+00:00,2026-06-15,1650.4306104483023,2088.0752195875293,2100.14228236828,2780.7875
2026-06-16 10:00:00+00:00,2026-06-15,1630.6420989222177,2003.28883567698,2130.1780629548084,2703.18
2026-06-16 11:00:00+00:00,2026-06-15,1606.17546827664,1992.343215466877,2048.0749135284955,2632.475
2026-06-16 12:00:00+00:00,2026-06-15,1338.6417532778894,1747.730260349855,1797.3463402838447,2308.9575
2026-06-16 13:00:00+00:00,2026-06-15,1056.3932499784682,1335.9935589337351,1369.7805646619636,1747.96
2026-06-16 14:00:00+00:00,2026-06-15,659.748401882184,942.4456263487956,1024.7794513376305,1253.805
2026-06-16 15:00:00+00:00,2026-06-15,457.2856490358212,623.4708664827218,721.926808362736,876.04
2026-06-16 16:00:00+00:00,2026-06-15,307.2977368598212,423.0999787240421,556.9736021901671,526.5425
2026-06-16 17:00:00+00:00,2026-06-15,182.7245248449514,213.1278844669212,277.7001781990235,267.3775
2026-06-16 18:00:00+00:00,2026-06-15,62.941683142907976,106.98221301829876,123.02045055148736,118.35499999999999
2026-06-16 19:00:00+00:00,2026-06-15,0.0,10.269176962207432,24.37727170703948,74.61
2026-06-16 20:00:00+00:00,2026-06-15,1.54480478956687e-07,1.306648418606286,1.7911753435669855,7.1875
2026-06-16 21:00:00+00:00,2026-06-15,0.0,1.54480478956687e-07,0.3796329036404706,0.0
2026-06-16 22:00:00+00:00,2026-06-16,0.0,1.54480478956687e-07,2.229116314117248,0.0
2026-06-16 23:00:00+00:00,2026-06-16,0.0,0.0,1.54480478956687e-07,0.0
2026-06-17 00:00:00+00:00,2026-06-16,0.0,0.0,1.54480478956687e-07,0.0
2026-06-17 01:00:00+00:00,2026-06-16,0.0,1.54480478956687e-07,1.792245017854052,6.0025
2026-06-17 02:00:00+00:00,2026-06-16,1.625205707241343,7.86560458783951,17.519036431103036,51.675
2026-06-17 03:00:00+00:00,2026-06-16,1.248051086575869,8.784636647873521,67.48886630307331,111.47999999999999
2026-06-17 04:00:00+00:00,2026-06-16,160.9364649944733,205.2371388293347,260.46926695110307,347.52
2026-06-17 05:00:00+00:00,2026-06-16,354.87815395124653,626.2492398154928,661.4731635346004,850.4300000000001
2026-06-17 06:00:00+00:00,2026-06-16,530.95135772875,1025.7628612053902,1120.84429762379,1521.4125000000001
2026-06-17 07:00:00+00:00,2026-06-16,844.1220615835202,1301.9947415099057,1382.7742057173857,2187.9375
2026-06-17 08:00:00+00:00,2026-06-16,946.7299197013846,1548.7965154918209,1652.821807573969,2426.25
2026-06-17 09:00:00+00:00,2026-06-16,1363.15367529791,1848.647292690048,1881.1146094657715,2559.2825000000003
2026-06-17 10:00:00+00:00,2026-06-16,1373.786836950863,1870.6817251807483,1934.2159275883305,2724.3875
2026-06-17 11:00:00+00:00,2026-06-16,1353.9116596679885,1893.074609391317,1979.05134793407,2688.195
2026-06-17 12:00:00+00:00,2026-06-16,1310.9483590947182,1779.8784103833318,1848.0394613879164,2546.61
2026-06-17 13:00:00+00:00,2026-06-16,1270.177661820553,1582.6338280011016,1583.9898080347823,2245.0525
2026-06-17 14:00:00+00:00,2026-06-16,1105.1315312025845,1320.5459829199915,1548.687453086832,1834.5575000000001
2026-06-17 15:00:00+00:00,2026-06-16,745.9624979281436,958.884727101532,1041.4192649647582,1260.4375
2026-06-17 16:00:00+00:00,2026-06-16,359.1772316609179,435.3916340805356,548.0370723297634,710.7925
2026-06-17 17:00:00+00:00,2026-06-16,169.77544646204532,274.6099298881577,304.51829802169084,353.0625
2026-06-17 18:00:00+00:00,2026-06-16,60.16812623257126,83.00031474324382,92.66556334299688,152.8
2026-06-17 19:00:00+00:00,2026-06-16,0.0,8.603721697072197,24.16056632819241,77.29249999999999
2026-06-17 20:00:00+00:00,2026-06-16,1.54480478956687e-07,1.7911753435669855,1.9214181570299949,8.8225
2026-06-17 21:00:00+00:00,2026-06-16,0.0,1.54480478956687e-07,2.255546720077912,0.0
2026-06-17 22:00:00+00:00,2026-06-17,0.0,0.0,1.54480478956687e-07,0.0
2026-06-17 23:00:00+00:00,2026-06-17,0.0,1.54480478956687e-07,2.086616585562439,0.0
2026-06-18 00:00:00+00:00,2026-06-17,0.0,0.0,1.54480478956687e-07,0.0
2026-06-18 01:00:00+00:00,2026-06-17,0.0,1.54480478956687e-07,1.792245017854052,6.2125
2026-06-18 02:00:00+00:00,2026-06-17,1.625205707241343,11.549991991429676,17.519036431103036,53.4125
2026-06-18 03:00:00+00:00,2026-06-17,0.0,11.156638612735694,74.77927502119053,94.39
2026-06-18 04:00:00+00:00,2026-06-17,169.01480466813294,247.82013491005085,285.8376704020044,309.185
2026-06-18 05:00:00+00:00,2026-06-17,396.0533331589136,654.4079470188266,716.1286831964148,756.1275
2026-06-18 06:00:00+00:00,2026-06-17,811.5687603540198,1196.266419797241,1312.012889221102,1470.5125
2026-06-18 07:00:00+00:00,2026-06-17,1381.6975920632815,1725.5265759649378,1735.5749804234265,2098.0375
2026-06-18 08:00:00+00:00,2026-06-17,1715.8579755830756,2217.96593193444,2292.736244735807,2098.0375
2026-06-18 09:00:00+00:00,2026-06-17,1987.183367629086,2282.7973488803214,2380.4650520285986,2098.0375
2026-06-18 10:00:00+00:00,2026-06-17,1928.399681664839,2247.157717960728,2284.372120644732,2098.0375
2026-06-18 11:00:00+00:00,2026-06-17,1851.9068431382805,2189.421251706583,2192.652128705849,2098.0375
2026-06-18 12:00:00+00:00,2026-06-17,1772.5889822581194,2082.126474121584,2117.9279471126906,2098.0375
2026-06-18 13:00:00+00:00,2026-06-17,1553.3555550692704,1807.5194318222843,1872.0217118766184,2098.0375
2026-06-18 14:00:00+00:00,2026-06-17,1220.385794275583,1510.2114897796948,1514.5232210452784,2098.0375
2026-06-18 15:00:00+00:00,2026-06-17,922.04684929459,1116.2436319483686,1157.2328064972094,2098.0375
2026-06-18 16:00:00+00:00,2026-06-17,565.329804026704,636.1875409994936,667.4938559327998,2098.0375
2026-06-18 17:00:00+00:00,2026-06-17,236.1116784827103,352.873567135601,407.2481467008474,2098.0375
2026-06-18 18:00:00+00:00,2026-06-17,81.60789477259871,144.40089097781086,155.75658601906937,2098.0375
2026-06-18 19:00:00+00:00,2026-06-17,0.0,5.042913197782618,25.196755031701816,2098.0375
2026-06-18 20:00:00+00:00,2026-06-17,0.0,1.54480478956687e-07,1.792245017854052,2098.0375
2026-06-18 21:00:00+00:00,2026-06-17,0.0,0.0,1.54480478956687e-07,2098.0375
